Expense,Planned/Rea,Type,Date,Month,Year,Amount,Comments,Account
Dentist,Rea,👩 Anna,01/11/24,11,2024,0,,Anna
Dentist,Rea,👩 Anna,01/12/24,12,2024,0,,Anna
Dentist,Rea,👨 Carlos,01/01/24,1,2024,,,Personal
Dentist,Rea,👨 Carlos,01/02/24,2,2024,,,Personal
Dentist,Rea,👨 Carlos,01/03/24,3,2024,,,Personal
Glasses and contacts,Rea,👩 Anna,01/01/25,1,2025,0,,Anna
Dentist,Rea,👨 Carlos,01/05/24,5,2024,-9000,Implant,Personal
Dentist,Rea,👨 Carlos,01/06/24,6,2024,,,Personal
Dentist,Rea,👨 Carlos,01/07/24,7,2024,-1300,Tooth Reconstruction,Personal
Dentist,Rea,👨 Carlos,01/08/24,8,2024,,,Personal
Dentist,Rea,👨 Carlos,01/09/24,9,2024,-4000,Crown,Personal
Dentist,Rea,👨 Carlos,01/10/24,10,2024,,,Personal
Dentist,Rea,👨 Carlos,01/11/24,11,2024,-823,,Personal
Dentist,Rea,👨 Carlos,01/12/24,12,2024,-800,,Personal
Massages,Rea,💊 Health,01/01/24,1,2024,,,Joint
Massages,Rea,💊 Health,01/02/24,2,2024,,,Joint
Massages,Rea,💊 Health,01/03/24,3,2024,,,Joint
Bike repair,Rea,👩 Anna,01/01/25,1,2025,0,,Anna
Cafe/bar/restaurant,Rea,👩 Anna,01/01/25,1,2025,-601,,Anna
Massages,Rea,💊 Health,01/05/24,5,2024,,,Joint
Massages,Rea,💊 Health,01/06/24,6,2024,,,Joint
Massages,Rea,💊 Health,01/07/24,7,2024,,,Joint
Massages,Rea,💊 Health,01/08/24,8,2024,,,Joint
Massages,Rea,💊 Health,01/09/24,9,2024,,,Joint
Massages,Rea,💊 Health,01/10/24,10,2024,-968,massages for december bcn,Joint
Massages,Rea,💊 Health,01/11/24,11,2024,0,,Joint
Massages,Rea,💊 Health,01/12/24,12,2024,0,,Joint
Pharmacy,Rea,💊 Health,01/01/24,1,2024,,,Joint
Pharmacy,Rea,💊 Health,01/02/24,2,2024,0,,Joint
Pharmacy,Rea,💊 Health,01/03/24,3,2024,0,,Joint
Clothes,Rea,👩 Anna,01/01/25,1,2025,-60,,Anna
Pharmacy,Rea,💊 Health,01/05/24,5,2024,0,,Joint
Pharmacy,Rea,💊 Health,01/06/24,6,2024,-180,medicine,Joint
Pharmacy,Rea,💊 Health,01/06/24,6,2024,0,,Joint
Pharmacy,Rea,💊 Health,01/07/24,7,2024,-33,,Joint
Pharmacy,Rea,💊 Health,01/08/24,8,2024,0,,Joint
Pharmacy,Rea,💊 Health,01/09/24,9,2024,-144,,Joint
Pharmacy,Rea,💊 Health,01/10/24,10,2024,-279,,Joint
Pharmacy,Rea,💊 Health,01/11/24,11,2024,0,,Joint
Pharmacy,Rea,💊 Health,01/12/24,12,2024,-179,,Joint
Psicologist,Rea,👩 Anna,01/01/24,1,2024,0,,Anna
Psicologist,Rea,👩 Anna,01/02/24,2,2024,-356,,Anna
Psicologist,Rea,👩 Anna,01/03/24,3,2024,-356,,Anna
Subscriptions,Rea,👨 Carlos,01/11/24,11,2024,-900,NordVPN,Personal
Psicologist,Rea,👩 Anna,01/05/24,5,2024,0,,Anna
Psicologist,Rea,👩 Anna,01/06/24,6,2024,-186,,Anna
Psicologist,Rea,👩 Anna,01/07/24,7,2024,-372,,Anna
Psicologist,Rea,👩 Anna,01/08/24,8,2024,0,,Anna
Psicologist,Rea,👩 Anna,01/09/24,9,2024,-186,,Anna
Psicologist,Rea,👩 Anna,01/10/24,10,2024,-192,,Anna
Psicologist,Rea,👩 Anna,01/11/24,11,2024,-192,25 Nov,Anna
Psicologist,Rea,👩 Anna,01/12/24,12,2024,-192,,Anna
Psicologist,Rea,👨 Carlos,01/01/24,1,2024,-894,,Personal
Psicologist,Rea,👨 Carlos,01/02/24,2,2024,-600,,Personal
Psicologist,Rea,👨 Carlos,01/03/24,3,2024,-600,,Personal
Bars & Restaurants,Rea,👨 Carlos,01/12/24,12,2024,-1000,"Food, Beers & Groceries",Personal
Psicologist,Rea,👨 Carlos,01/05/24,5,2024,-300,,Personal
Psicologist,Rea,👨 Carlos,01/06/24,6,2024,-150,,Personal
Psicologist,Rea,👨 Carlos,01/07/24,7,2024,-300,,Personal
Psicologist,Rea,👨 Carlos,01/08/24,8,2024,-300,,Personal
Psicologist,Rea,👨 Carlos,01/09/24,9,2024,-600,,Personal
Psicologist,Rea,👨 Carlos,01/10/24,10,2024,-900,,Personal
Psicologist,Rea,👨 Carlos,01/11/24,11,2024,-598,,Personal
Psicologist,Rea,👨 Carlos,01/12/24,12,2024,-298,,Personal
Airbnb,Rea,💰 Income,01/01/24,1,2024,,,Joint
Airbnb,Rea,💰 Income,01/02/24,2,2024,,,Joint
Airbnb,Rea,💰 Income,01/03/24,3,2024,,,Joint
Flight Tickets,Rea,👨 Carlos,01/12/24,12,2024,0,,Personal
Airbnb,Rea,💰 Income,01/05/24,5,2024,23216,,Joint
Airbnb,Rea,💰 Income,01/06/24,6,2024,,,Joint
Airbnb,Rea,💰 Income,01/07/24,7,2024,,,Joint
Airbnb,Rea,💰 Income,01/08/24,8,2024,,,Joint
Airbnb,Rea,💰 Income,01/09/24,9,2024,,,Joint
Airbnb,Rea,💰 Income,01/10/24,10,2024,,,Joint
Airbnb,Rea,💰 Income,01/11/24,11,2024,0,,Joint
Anna Skat Return,Rea,💰 Income,01/01/24,1,2024,,,Joint
Anna Skat Return,Rea,💰 Income,01/02/24,2,2024,,,Joint
Anna Skat Return,Rea,💰 Income,01/03/24,3,2024,,,Joint
Subscriptions,Rea,👨 Carlos,01/12/24,12,2024,-109,Spotify x3 months,Personal
Anna Skat Return,Rea,💰 Income,01/05/24,5,2024,,,Joint
Anna Skat Return,Rea,💰 Income,01/06/24,6,2024,,,Joint
Anna Skat Return,Rea,💰 Income,01/07/24,7,2024,,,Joint
Anna Skat Return,Rea,💰 Income,01/08/24,8,2024,,,Joint
Anna Skat Return,Rea,💰 Income,01/09/24,9,2024,,,Joint
Anna Skat Return,Rea,💰 Income,01/10/24,10,2024,,,Joint
Anna Skat Return,Rea,💰 Income,01/11/24,11,2024,0,,Joint
Anna Skat Return,Rea,💰 Income,01/12/24,12,2024,0,,Joint
Anna's Salary,Rea,💰 Income,01/01/24,1,2024,29250,,Joint
Anna's Salary,Rea,💰 Income,01/02/24,2,2024,29525,,Joint
Anna's Salary,Rea,💰 Income,01/03/24,3,2024,31350,,Joint
Music Forening,Rea,👨 Carlos,01/12/24,12,2024,-252,,Personal
Anna's Salary,Rea,💰 Income,01/05/24,5,2024,31350,,Joint
Anna's Salary,Rea,💰 Income,01/06/24,6,2024,31850,,Joint
Anna's Salary,Rea,💰 Income,01/07/24,7,2024,10550,,Joint
Anna's Salary,Rea,💰 Income,01/08/24,8,2024,30200,,Joint
Anna's Salary,Rea,💰 Income,01/09/24,9,2024,27050,,Joint
Anna's Salary,Rea,💰 Income,01/10/24,10,2024,27200,,Joint
Anna's Salary,Rea,💰 Income,01/11/24,11,2024,22740,,Joint
Anna's Salary,Rea,💰 Income,01/12/24,12,2024,23066,,Joint
Børne og Unge Ydelse Anna,Rea,💰 Income,01/01/24,1,2024,3850,,Joint
Børne og Unge Ydelse Anna,Rea,💰 Income,01/02/24,2,2024,,,Joint
Børne og Unge Ydelse Anna,Rea,💰 Income,01/03/24,3,2024,,,Joint
Rejsekort,Rea,👨 Carlos,01/12/24,12,2024,-34,,Personal
Børne og Unge Ydelse Anna,Rea,💰 Income,01/05/24,5,2024,,,Joint
Børne og Unge Ydelse Anna,Rea,💰 Income,01/06/24,6,2024,,,Joint
Børne og Unge Ydelse Anna,Rea,💰 Income,01/07/24,7,2024,4300,,Joint
Børne og Unge Ydelse Anna,Rea,💰 Income,01/08/24,8,2024,,,Joint
Børne og Unge Ydelse Anna,Rea,💰 Income,01/09/24,9,2024,,,Joint
Børne og Unge Ydelse Anna,Rea,💰 Income,01/10/24,10,2024,4300,,Joint
Børne og Unge Ydelse Anna,Rea,💰 Income,01/11/24,11,2024,0,,Joint
Børne og Unge Ydelse Anna,Rea,💰 Income,01/12/24,12,2024,0,,Joint
Børne og Unge Ydelse Carlos,Rea,💰 Income,01/01/24,1,2024,4300,,Joint
Børne og Unge Ydelse Carlos,Rea,💰 Income,01/02/24,2,2024,,,Joint
Børne og Unge Ydelse Carlos,Rea,💰 Income,01/03/24,3,2024,,,Joint
Presents,Rea,👨 Carlos,01/12/24,12,2024,0,,Personal
Børne og Unge Ydelse Carlos,Rea,💰 Income,01/05/24,5,2024,,,Joint
Børne og Unge Ydelse Carlos,Rea,💰 Income,01/06/24,6,2024,,,Joint
Børne og Unge Ydelse Carlos,Rea,💰 Income,01/07/24,7,2024,4300,,Joint
Børne og Unge Ydelse Carlos,Rea,💰 Income,01/08/24,8,2024,,,Joint
Børne og Unge Ydelse Carlos,Rea,💰 Income,01/09/24,9,2024,,,Joint
Børne og Unge Ydelse Carlos,Rea,💰 Income,01/10/24,10,2024,4300,,Joint
Børne og Unge Ydelse Carlos,Rea,💰 Income,01/11/24,11,2024,0,,Joint
Børne og Unge Ydelse Carlos,Rea,💰 Income,01/12/24,12,2024,0,,Joint
Carlos Salary,Rea,💰 Income,01/01/24,1,2024,30000,,Joint
Carlos Salary,Rea,💰 Income,01/02/24,2,2024,30000,,Joint
Carlos Salary,Rea,💰 Income,01/03/24,3,2024,30000,,Joint
Hobby,Rea,👩 Anna,01/01/25,1,2025,0,,Anna
Carlos Salary,Rea,💰 Income,01/05/24,5,2024,31500,,Joint
Carlos Salary,Rea,💰 Income,01/06/24,6,2024,31500,Salary Increase,Joint
Carlos Salary,Rea,💰 Income,01/07/24,7,2024,31500,,Joint
Carlos Salary,Rea,💰 Income,01/08/24,8,2024,31500,,Joint
Carlos Salary,Rea,💰 Income,01/09/24,9,2024,31500,,Joint
Carlos Salary,Rea,💰 Income,01/10/24,10,2024,101500,Retention Bonus 2,Joint
Carlos Salary,Rea,💰 Income,01/11/24,11,2024,34747,,Joint
Carlos Salary,Rea,💰 Income,01/12/24,12,2024,34952,,Joint
Carlos Skat return,Rea,💰 Income,01/01/24,1,2024,,,Joint
Carlos Skat return,Rea,💰 Income,01/02/24,2,2024,,,Joint
Carlos Skat return,Rea,💰 Income,01/03/24,3,2024,,,Joint
Misc,Rea,👩 Anna,01/01/25,1,2025,-575,"Spa day anna, app",Anna
Carlos Skat return,Rea,💰 Income,01/05/24,5,2024,,,Joint
Carlos Skat return,Rea,💰 Income,01/06/24,6,2024,,,Joint
Carlos Skat return,Rea,💰 Income,01/07/24,7,2024,7614,,Joint
Carlos Skat return,Rea,💰 Income,01/08/24,8,2024,,,Joint
Carlos Skat return,Rea,💰 Income,01/09/24,9,2024,,,Joint
Carlos Skat return,Rea,💰 Income,01/10/24,10,2024,,,Joint
Carlos Skat return,Rea,💰 Income,01/11/24,11,2024,0,,Joint
Carlos Skat return,Rea,💰 Income,01/12/24,12,2024,0,,Joint
Danmark forsikring,Rea,💊 Health,01/01/24,1,2024,-1300,,Joint
Danmark forsikring,Rea,💊 Health,01/02/24,2,2024,,,Joint
Danmark forsikring,Rea,💊 Health,01/03/24,3,2024,,,Joint
Phone,Rea,👩 Anna,01/01/25,1,2025,-25,,Anna
Danmark forsikring,Rea,💊 Health,01/05/24,5,2024,,,Joint
Danmark forsikring,Rea,💊 Health,01/06/24,6,2024,,,Joint
Danmark forsikring,Rea,💊 Health,01/07/24,7,2024,-1300,,Joint
Danmark forsikring,Rea,💊 Health,01/08/24,8,2024,,,Joint
Danmark forsikring,Rea,💊 Health,01/09/24,9,2024,,,Joint
Danmark forsikring,Rea,💊 Health,01/10/24,10,2024,-1300,,Joint
Danmark forsikring,Rea,💊 Health,01/11/24,11,2024,0,,Joint
Danmark forsikring,Rea,💊 Health,01/12/24,12,2024,300,,Joint
Content Insurance,Rea,🏠 Home,01/01/24,1,2024,-149,,Joint
Content Insurance,Rea,🏠 Home,01/02/24,2,2024,-149,,Joint
Content Insurance,Rea,🏠 Home,01/03/24,3,2024,-149,,Joint
Presents,Rea,👩 Anna,01/01/25,1,2025,-1554,"gin, mom present (glade vanvid)",Anna
Content Insurance,Rea,🏠 Home,01/05/24,5,2024,-149,,Joint
Content Insurance,Rea,🏠 Home,01/06/24,6,2024,-149,,Joint
Content Insurance,Rea,🏠 Home,01/07/24,7,2024,-227,,Joint
Content Insurance,Rea,🏠 Home,01/08/24,8,2024,-146,,Joint
Content Insurance,Rea,🏠 Home,01/09/24,9,2024,-146,,Joint
Content Insurance,Rea,🏠 Home,01/10/24,10,2024,-146,,Joint
Content Insurance,Rea,🏠 Home,01/11/24,11,2024,-146,,Joint
Content Insurance,Rea,🏠 Home,01/12/24,12,2024,-146,,Joint
Dentist,Rea,👩 Anna,01/01/25,1,2025,0,,Anna
Psicologist,Rea,👩 Anna,01/01/25,1,2025,-191,,Anna
Activities,Rea,👶 Kids,01/01/24,1,2024,-145,Pool,Joint
Activities,Rea,👶 Kids,01/02/24,2,2024,-145,Pool,Joint
Activities,Rea,👶 Kids,01/03/24,3,2024,-480,Pool,Joint
Activities,Rea,👶 Kids,01/03/24,3,2024,-405,Experimentarium,Joint
Rejsekort,Rea,👩 Anna,01/01/25,1,2025,-100,,Anna
Activities,Rea,👶 Kids,01/05/24,5,2024,-145,Pool,Joint
Activities,Rea,👶 Kids,01/06/24,6,2024,-65,Pool,Joint
Activities,Rea,👶 Kids,01/07/24,7,2024,-415,Pool,Joint
Activities,Rea,👶 Kids,01/08/24,8,2024,-160,Pool,Joint
Activities,Rea,👶 Kids,01/09/24,9,2024,-1112,Pool,Joint
Activities,Rea,👶 Kids,01/10/24,10,2024,-145,Pool,Joint
Activities,Rea,👶 Kids,01/11/24,11,2024,-400,Gymnastik,Joint
Activities,Rea,👶 Kids,01/12/24,12,2024,-457,,Joint
Clothes,Rea,👶 Kids,01/01/24,1,2024,0,,Joint
Clothes,Rea,👶 Kids,01/02/24,2,2024,-450,Flyvedragt second hand elizabeth,Joint
Clothes,Rea,👶 Kids,01/03/24,3,2024,0,,Joint
Activities,Rea,🎉 Entertainment,01/04/24,4,2024,,,Joint
Clothes,Rea,👶 Kids,01/05/24,5,2024,0,,Joint
Clothes,Rea,👶 Kids,01/06/24,6,2024,0,,Joint
Clothes,Rea,👶 Kids,01/07/24,7,2024,0,,Joint
Clothes,Rea,👶 Kids,01/08/24,8,2024,0,,Joint
Clothes,Rea,👶 Kids,01/09/24,9,2024,0,,Joint
Clothes,Rea,👶 Kids,01/10/24,10,2024,-1685,"shoes joana, pyjamas, flyverdragt elizabeth",Joint
Clothes,Rea,👶 Kids,01/11/24,11,2024,-1550,zalando name it ,Joint
Clothes,Rea,👶 Kids,01/12/24,12,2024,0,,Joint
Kindergarden,Rea,👶 Kids,01/01/24,1,2024,-4171,,Joint
Kindergarden,Rea,👶 Kids,01/02/24,2,2024,-4171,,Joint
Kindergarden,Rea,👶 Kids,01/03/24,3,2024,-4171,,Joint
Bars & Restaurants,Rea,🎉 Entertainment,01/04/24,4,2024,-1000,,Joint
Kindergarden,Rea,👶 Kids,01/05/24,5,2024,-4171,,Joint
Kindergarden,Rea,👶 Kids,01/06/24,6,2024,-4171,,Joint
Kindergarden,Rea,👶 Kids,01/07/24,7,2024,0,,Joint
Kindergarden,Rea,👶 Kids,01/08/24,8,2024,-4742,,Joint
Kindergarden,Rea,👶 Kids,01/09/24,9,2024,-6563,,Joint
Kindergarden,Rea,👶 Kids,01/10/24,10,2024,-6783,,Joint
Kindergarden,Rea,👶 Kids,01/11/24,11,2024,-6783,,Joint
Kindergarden,Rea,👶 Kids,01/12/24,12,2024,-6783,,Joint
Misc,Rea,👶 Kids,01/01/24,1,2024,,,Joint
Misc,Rea,👶 Kids,01/02/24,2,2024,,,Joint
Misc,Rea,👶 Kids,01/03/24,3,2024,,,Joint
Netflix,Rea,🎉 Entertainment,01/04/24,4,2024,,,Joint
Misc,Rea,👶 Kids,01/05/24,5,2024,,,Joint
Misc,Rea,👶 Kids,01/06/24,6,2024,-400,Vitamins,Joint
Misc,Rea,👶 Kids,01/06/24,6,2024,,,Joint
Misc,Rea,👶 Kids,01/07/24,7,2024,,,Joint
Misc,Rea,👶 Kids,01/08/24,8,2024,,,Joint
Misc,Rea,👶 Kids,01/09/24,9,2024,,,Joint
Misc,Rea,👶 Kids,01/10/24,10,2024,,,Joint
Misc,Rea,👶 Kids,01/11/24,11,2024,-188,photo album materials,Joint
Misc,Rea,👶 Kids,01/12/24,12,2024,0,,Joint
Gear,Rea,🛍️ Shopping,01/01/24,1,2024,-1000,Suitcase,Joint
Gear,Rea,🛍️ Shopping,01/02/24,2,2024,,,Joint
Gear,Rea,🛍️ Shopping,01/03/24,3,2024,,,Joint
Port Aventura,Rea,🎉 Entertainment,01/04/24,4,2024,,,Joint
Gear,Rea,🛍️ Shopping,01/05/24,5,2024,-4000,Camping gear Decathlon,Joint
Gear,Rea,🛍️ Shopping,01/06/24,6,2024,,,Joint
Gear,Rea,🛍️ Shopping,01/07/24,7,2024,,,Joint
Gear,Rea,🛍️ Shopping,01/08/24,8,2024,,,Joint
Gear,Rea,🛍️ Shopping,01/09/24,9,2024,,,Joint
Gear,Rea,🛍️ Shopping,01/10/24,10,2024,,,Joint
Gear,Rea,🛍️ Shopping,01/11/24,11,2024,,,Joint
Misc,Rea,🛍️ Shopping,01/12/24,12,2024,-628,,Joint
Boui les Baronnes & Barcelona,Rea,✈️ Traveling,01/01/24,1,2024,,,Joint
Boui les Baronnes & Barcelona,Rea,✈️ Traveling,01/02/24,2,2024,,,Joint
Boui les Baronnes & Barcelona,Rea,✈️ Traveling,01/03/24,3,2024,,,Joint
Sports,Rea,🎉 Entertainment,01/04/24,4,2024,,,Joint
Boui les Baronnes & Barcelona,Rea,✈️ Traveling,01/05/24,5,2024,-25000,,Joint
Boui les Baronnes & Barcelona,Rea,✈️ Traveling,01/06/24,6,2024,,,Joint
Boui les Baronnes & Barcelona,Rea,✈️ Traveling,01/07/24,7,2024,,,Joint
Boui les Baronnes & Barcelona,Rea,✈️ Traveling,01/08/24,8,2024,,,Joint
Boui les Baronnes & Barcelona,Rea,✈️ Traveling,01/09/24,9,2024,,,Joint
Accomodation,Rea,✈️ Traveling,01/11/24,11,2024,-2459,Casa rural with Carlos Brothers,Joint
Flight Tickets,Rea,✈️ Traveling,01/01/24,1,2024,,,Joint
Flight Tickets,Rea,✈️ Traveling,01/02/24,2,2024,,,Joint
Flight Tickets,Rea,✈️ Traveling,01/03/24,3,2024,,,Joint
Subscriptions,Rea,🎉 Entertainment,01/04/24,4,2024,,,Joint
Flight Tickets,Rea,✈️ Traveling,01/05/24,5,2024,,,Joint
Flight Tickets,Rea,✈️ Traveling,01/06/24,6,2024,,,Joint
Flight Tickets,Rea,✈️ Traveling,01/07/24,7,2024,,,Joint
Flight Tickets,Rea,✈️ Traveling,01/08/24,8,2024,,,Joint
Flight Tickets,Rea,✈️ Traveling,01/09/24,9,2024,,,Joint
Flight Tickets,Rea,✈️ Traveling,01/10/24,10,2024,-7000,Barcelona Xmas,Joint
Flight Tickets,Rea,✈️ Traveling,01/11/24,11,2024,0,,Joint
Nuria,Rea,✈️ Traveling,01/01/24,1,2024,-800,,Joint
Nuria,Rea,✈️ Traveling,01/02/24,2,2024,,,Joint
Nuria,Rea,✈️ Traveling,01/03/24,3,2024,,,Joint
TV2Play,Rea,🎉 Entertainment,01/04/24,4,2024,,,Joint
Nuria,Rea,✈️ Traveling,01/05/24,5,2024,,,Joint
Nuria,Rea,✈️ Traveling,01/06/24,6,2024,,,Joint
Nuria,Rea,✈️ Traveling,01/07/24,7,2024,,,Joint
Nuria,Rea,✈️ Traveling,01/08/24,8,2024,,,Joint
Nuria,Rea,✈️ Traveling,01/09/24,9,2024,,,Joint
Misc,Rea,✈️ Traveling,01/12/24,12,2024,-197,Taxis,Joint
Roadtrip,Rea,✈️ Traveling,01/01/24,1,2024,,,Joint
Roadtrip,Rea,✈️ Traveling,01/02/24,2,2024,,,Joint
Roadtrip,Rea,✈️ Traveling,01/03/24,3,2024,,,Joint
Youtube,Rea,🎉 Entertainment,01/04/24,4,2024,-119,,Joint
Roadtrip,Rea,✈️ Traveling,01/05/24,5,2024,,,Joint
Roadtrip,Rea,✈️ Traveling,01/06/24,6,2024,,,Joint
Roadtrip,Rea,✈️ Traveling,01/07/24,7,2024,-3000,Fyn,Joint
Roadtrip,Rea,✈️ Traveling,01/08/24,8,2024,,,Joint
Roadtrip,Rea,✈️ Traveling,01/09/24,9,2024,,,Joint
Roadtrip,Rea,✈️ Traveling,01/11/24,11,2024,0,,Joint
Roadtrip,Rea,✈️ Traveling,01/12/24,12,2024,0,,Joint
Summerhouse trips,Rea,✈️ Traveling,01/01/24,1,2024,,,Joint
Summerhouse trips,Rea,✈️ Traveling,01/02/24,2,2024,,,Joint
Summerhouse trips,Rea,✈️ Traveling,01/03/24,3,2024,,,Joint
Travel personal,Rea,👩 Anna,01/01/25,1,2025,-6400,Narvik,Anna
Summerhouse trips,Rea,✈️ Traveling,01/05/24,5,2024,,,Joint
Summerhouse trips,Rea,✈️ Traveling,01/06/24,6,2024,,,Joint
Summerhouse trips,Rea,✈️ Traveling,01/07/24,7,2024,-3250,Johanna visit food and rent gas,Joint
Summerhouse trips,Rea,✈️ Traveling,01/08/24,8,2024,,,Joint
Summerhouse trips,Rea,✈️ Traveling,01/09/24,9,2024,,,Joint
Summerhouse trips,Rea,✈️ Traveling,01/11/24,11,2024,-250,Summerhouse bathtab wood,Joint
Summerhouse trips,Rea,✈️ Traveling,01/12/24,12,2024,0,,Joint
Electricity,Rea,🏠 Home,01/01/24,1,2024,-665,,Joint
Electricity,Rea,🏠 Home,01/02/24,2,2024,-788,,Joint
Electricity,Rea,🏠 Home,01/03/24,3,2024,-319,,Joint
Electricity,Rea,🏠 Home,01/05/24,5,2024,-550,,Joint
Electricity,Rea,🏠 Home,01/06/24,6,2024,-485,,Joint
Electricity,Rea,🏠 Home,01/07/24,7,2024,-333,,Joint
Electricity,Rea,🏠 Home,01/08/24,8,2024,-440,,Joint
Electricity,Rea,🏠 Home,01/09/24,9,2024,-490,,Joint
Electricity,Rea,🏠 Home,01/10/24,10,2024,-435,,Joint
Electricity,Rea,🏠 Home,01/11/24,11,2024,-496,,Joint
Electricity,Rea,🏠 Home,01/12/24,12,2024,-612,,Joint
Hot Water / Gas,Rea,🏠 Home,01/01/24,1,2024,-650,,Joint
Hot Water / Gas,Rea,🏠 Home,01/02/24,2,2024,-650,,Joint
Hot Water / Gas,Rea,🏠 Home,01/03/24,3,2024,-650,,Joint
Hot Water / Gas,Rea,🏠 Home,01/05/24,5,2024,-650,,Joint
Hot Water / Gas,Rea,🏠 Home,01/06/24,6,2024,-650,,Joint
Hot Water / Gas,Rea,🏠 Home,01/07/24,7,2024,-650,,Joint
Hot Water / Gas,Rea,🏠 Home,01/08/24,8,2024,-650,,Joint
Hot Water / Gas,Rea,🏠 Home,01/09/24,9,2024,-650,,Joint
Hot Water / Gas,Rea,🏠 Home,01/10/24,10,2024,-650,,Joint
Hot Water / Gas,Rea,🏠 Home,01/11/24,11,2024,-450,,Joint
Hot Water / Gas,Rea,🏠 Home,01/12/24,12,2024,-450,,Joint
Water,Rea,🏠 Home,01/01/24,1,2024,-300,,Joint
Water,Rea,🏠 Home,01/02/24,2,2024,-300,,Joint
Water,Rea,🏠 Home,01/03/24,3,2024,-300,,Joint
Water,Rea,🏠 Home,01/05/24,5,2024,-300,,Joint
Water,Rea,🏠 Home,01/06/24,6,2024,-300,,Joint
Water,Rea,🏠 Home,01/07/24,7,2024,-300,,Joint
Water,Rea,🏠 Home,01/08/24,8,2024,-300,,Joint
Water,Rea,🏠 Home,01/09/24,9,2024,-300,,Joint
Water,Rea,🏠 Home,01/10/24,10,2024,-300,,Joint
Water,Rea,🏠 Home,01/11/24,11,2024,-200,,Joint
Water,Rea,🏠 Home,01/12/24,12,2024,-200,,Joint
Presents,Rea,👩 Anna,01/11/24,11,2024,-2850,"ida,carlos",Anna
Presents,Rea,👩 Anna,01/12/24,12,2024,-100,novo present,Anna
Rejsekort,Rea,👩 Anna,01/01/24,1,2024,0,,Anna
Rejsekort,Rea,👩 Anna,01/02/24,2,2024,-300,,Anna
Rejsekort,Rea,👩 Anna,01/03/24,3,2024,0,,Anna
Rejsekort,Rea,👩 Anna,01/05/24,5,2024,0,,Anna
Rejsekort,Rea,👩 Anna,01/06/24,6,2024,0,,Anna
Rejsekort,Rea,👩 Anna,01/07/24,7,2024,-300,,Anna
Rejsekort,Rea,👩 Anna,01/08/24,8,2024,0,,Anna
Rejsekort,Rea,👩 Anna,01/09/24,9,2024,0,,Anna
Rejsekort,Rea,👩 Anna,01/10/24,10,2024,0,,Anna
Rejsekort,Rea,👩 Anna,01/11/24,11,2024,0,,Anna
Rejsekort,Rea,👩 Anna,01/12/24,12,2024,-420,,Anna
Travel personal,Rea,👩 Anna,01/01/24,1,2024,0,,Anna
Travel personal,Rea,👩 Anna,01/02/24,2,2024,-750,Berlin,Anna
Travel personal,Rea,👩 Anna,01/03/24,3,2024,0,,Anna
Travel personal,Rea,👩 Anna,01/05/24,5,2024,0,,Anna
Travel personal,Rea,👩 Anna,01/06/24,6,2024,0,,Anna
Travel personal,Rea,👩 Anna,01/07/24,7,2024,0,,Anna
Travel personal,Rea,👩 Anna,01/08/24,8,2024,-3467,sweden with mom,Anna
Travel personal,Rea,👩 Anna,01/09/24,9,2024,0,,Anna
Travel personal,Rea,👩 Anna,01/10/24,10,2024,0,,Anna
Travel personal,Rea,👩 Anna,01/11/24,11,2024,-1270,marienlyst m elizabeth,Anna
Travel personal,Rea,👩 Anna,01/12/24,12,2024,0,,Anna
Presents,Rea,🎁 Presents,01/01/24,1,2024,,,Joint
Presents,Rea,🎁 Presents,01/02/24,2,2024,,,Joint
Presents,Rea,🎁 Presents,01/03/24,3,2024,,,Joint
Presents,Rea,🎁 Presents,01/05/24,5,2024,,,Joint
Presents,Rea,🎁 Presents,01/06/24,6,2024,,,Joint
Presents,Rea,🎁 Presents,01/07/24,7,2024,,,Joint
Presents,Rea,🎁 Presents,01/08/24,8,2024,,,Joint
Presents,Rea,🎁 Presents,01/09/24,9,2024,,,Joint
Presents,Rea,🎁 Presents,01/10/24,10,2024,,,Joint
Presents,Rea,🎁 Presents,01/11/24,11,2024,,,Joint
Presents,Rea,🎁 Presents,01/12/24,12,2024,-5000,Xmas gifts,Joint
Akasse,Rea,👩 Anna,01/02/25,2,2025,0,,Anna
Glasses and contacts,Rea,👩 Anna,01/02/25,2,2025,,MISSING ,Anna
Bike repair,Rea,👩 Anna,01/02/25,2,2025,0,,Anna
Cafe/bar/restaurant,Rea,👩 Anna,01/02/25,2,2025,-107,,Anna
Clothes,Rea,👩 Anna,01/02/25,2,2025,0,,Anna
Hobby,Rea,👩 Anna,01/02/25,2,2025,0,,Anna
Misc,Rea,👩 Anna,01/02/25,2,2025,-481,"spa with cousins,",Anna
Phone,Rea,👩 Anna,01/02/25,2,2025,0,,Anna
Presents,Rea,👩 Anna,01/02/25,2,2025,-80,,Anna
Dentist,Rea,👩 Anna,01/02/25,2,2025,-2384,Permanent filling up left,Anna
Psicologist,Rea,👩 Anna,01/02/25,2,2025,0,,Anna
Rejsekort,Rea,👩 Anna,01/02/25,2,2025,-68,,Anna
Travel personal,Rea,👩 Anna,01/02/25,2,2025,-953,,Anna
Akasse,Rea,👩 Anna,01/03/25,3,2025,0,,Anna
Glasses and contacts,Rea,👩 Anna,01/03/25,3,2025,-833,year lenses,Anna
Bike repair,Rea,👩 Anna,01/03/25,3,2025,0,,Anna
